"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1794101,"September 12, 2020","New York",Camden,"85 Taberg St",0,2,N/A
1793789,"September 12, 2020",Ohio,Oregon,"3100 Brown Rd",0,2,N/A
1792719,"September 11, 2020",Ohio,Kent,"230 W Oak St",0,1,N/A
1795697,"September 11, 2020",Florida,"Daytona Beach","942 W International Speedway Blvd",0,1,N/A
1792920,"September 11, 2020",Louisiana,Shreveport,"4305 Illinois Ave",0,1,N/A
1791199,"September 10, 2020",Illinois,Chicago,"9100 block of S Ellis Ave",0,1,N/A
1855063,"September 10, 2020",Missouri,"Saint Louis","12188 Bellefontaine Rd",1,1,N/A
1791396,"September 9, 2020",California,Fontana,"16581 Filbert Ave",0,1,N/A
1789839,"September 9, 2020","New York",Brooklyn,"Bay St and Clinton St",0,1,N/A
1792100,"September 9, 2020",Michigan,Taylor,"22459 Century Dr",0,1,N/A
1790964,"September 9, 2020",Maryland,Baltimore,"900 E Madison St",0,1,N/A
1789862,"September 8, 2020","New York",Brooklyn,"502 Marcy Ave",0,2,N/A
1789262,"September 8, 2020",Arizona,Safford,"1600 block of S 8th Ave",0,1,N/A
1788717,"September 8, 2020",Connecticut,Milford,"Quarry Rd",0,1,N/A
1789808,"September 8, 2020",Indiana,Gary,N/A,0,1,N/A
1789784,"September 8, 2020",Louisiana,Houma,"50 block of Kingsridge Loop",0,1,N/A
1788449,"September 8, 2020",Georgia,Atlanta,"2193 Peachtree Rd NE",0,1,N/A
1790583,"September 8, 2020",Alabama,Mobile,"Broad St",0,1,N/A
1829547,"September 7, 2020",Michigan,Detroit,"13200 block of Gable St",1,1,N/A
1793784,"September 7, 2020",Washington,"Federal Way","34800 block of Pacific Hwy",0,1,N/A
1788437,"September 7, 2020",Ohio,Cincinatti,"7000 block of Glenmeadow Ln",0,1,N/A
1787846,"September 7, 2020",Illinois,Belleville,"1 Pheasantwood Dr",0,2,N/A
1786845,"September 6, 2020",Michigan,"Grand Rapids","3416 Haleh Cir SE",0,1,N/A
1786755,"September 6, 2020",Michigan,Detroit,"Chippewa Ave and Cherrylawn St",0,1,N/A
1787442,"September 6, 2020",Illinois,"North Chicago","2000 block of Greenfield Ave",1,1,N/A
1788864,"September 6, 2020",Minnesota,Hayward,"20051 800th Ave",0,1,N/A
1788195,"September 6, 2020",Louisiana,"New Orleans","200 block of Baronne St",0,1,N/A
1787117,"September 5, 2020",Ohio,Columbus,"6000 block of McNaughten Center",0,1,N/A
1791391,"September 5, 2020",California,"Rancho Cucamonga","9049 E 9th St",1,1,N/A
1785726,"September 5, 2020",Florida,Jacksonville,"7800 block of Renault Dr",1,1,N/A
1786227,"September 4, 2020",Michigan,"Grand Rapids","Madison Ave and Garden St",0,1,N/A
1785525,"September 4, 2020","North Carolina",Charlotte,"2820 L D Parker Dr",1,2,N/A
1785880,"September 4, 2020",California,Fresno,"Eden Ave and Delno Ave",0,1,N/A
1785915,"September 4, 2020",Illinois,Rockford,"4700 block of Chesterfield Ave",0,1,N/A
1785625,"September 4, 2020",Illinois,Chicago,"8600 block of S Honore St",0,2,N/A
1790350,"September 3, 2020",Nevada,"Las Vegas","4700 block of N Pennwood Ave",0,1,N/A
1852793,"September 3, 2020",Missouri,Kahoka,N/A,0,0,N/A
1785108,"September 3, 2020",Pennsylvania,Philadelphia,"700 block of E Chelten Ave",0,6,N/A
1785188,"September 3, 2020",Wisconsin,Milwaukee,"N Pierce St and E Chambers St",0,1,N/A
1784784,"September 3, 2020","New Hampshire",Durham,"259 Mast Rd",0,1,N/A
1784847,"September 3, 2020",Indiana,Indianapolis,"875 Massachusetts Ave",0,1,N/A
1798760,"September 3, 2020",California,Riverside,"16791 Davis Ave",0,1,N/A
1785739,"September 3, 2020",Illinois,Madison,"1500 block of 4th St",0,1,N/A
1784667,"September 3, 2020",Mississippi,Jackson,"Terry Rd",0,1,N/A
1783486,"September 2, 2020",Missouri,"Kansas City","E 43rd St and S Benton Ave",0,1,N/A
1783906,"September 2, 2020",California,Stockton,"2300 block of N. Wilson Way",0,1,N/A
1783342,"September 2, 2020",Illinois,Chicago,"917 S Kedzie Ave",0,1,N/A
1783151,"September 2, 2020",Massachusetts,Boston,"Rockwell St",0,1,N/A
1783863,"September 2, 2020",Utah,"Salt Lake City (West Valley City)","4320 S Stafford Way",0,1,N/A
1783928,"September 2, 2020",California,Oakland,"Kerwin Ave and 105th Ave",0,4,N/A
1782023,"September 1, 2020",Minnesota,"Saint Paul","1300 block of Stillwater Ave E",0,2,N/A
1790833,"September 1, 2020",Indiana,Versailles,N/A,0,1,N/A
1783540,"September 1, 2020","South Dakota","Sioux Falls","700 block of W 13th St",0,1,N/A
1782457,"August 31, 2020",Washington,Spokane,"N C St and Wellesley Ave",0,1,N/A
1780857,"August 31, 2020",Delaware,Wilmington,"700 block of Jefferson St",0,1,N/A
1781144,"August 30, 2020",Texas,Taft,"1205 Murray St",1,1,N/A
1781081,"August 30, 2020",Nebraska,Omaha,N/A,0,1,N/A
1782378,"August 30, 2020",Illinois,Rockford,"Sanford St and Loomis St",0,1,N/A
1780199,"August 30, 2020",Illinois,Zion,"2300 block of Joppa Ave",1,3,N/A
1786083,"August 30, 2020",Indiana,Daleville,"13000 block of W 700 S00-S",0,2,N/A
1779978,"August 30, 2020","New York",Albany,"100 block of Clinton St",0,2,N/A
1783415,"August 30, 2020",Iowa,Davenport,"200 W 31st St",0,1,N/A
1811467,"August 30, 2020",Colorado,"Grand Junction",N/A,0,1,N/A
1779564,"August 30, 2020",Illinois,Chicago,"7100 block of S Honore St",0,1,N/A
1779554,"August 30, 2020",Illinois,Chicago,"700 block of W 60th St",0,1,N/A
1781704,"August 30, 2020",Missouri,"Saint Louis","S Grand Blvd and Cherokee St",0,1,N/A
1779487,"August 30, 2020",Illinois,Chicago,"1100 block of W 87th St",1,1,N/A
1781123,"August 30, 2020",Tennessee,Gallatin,"614 N Water Ave",0,1,N/A
1780282,"August 30, 2020",Missouri,"Van Buren","1 Brown Rd",0,1,N/A
1780119,"August 29, 2020",Kentucky,Lexington,"Charles Ave",0,1,N/A
1780454,"August 29, 2020",Georgia,"Buford (Sugar Hill)","6195 Austin Garner Rd",0,1,N/A
1778675,"August 29, 2020",Illinois,Chicago,"11400 block of S King Dr",0,1,N/A
1780363,"August 29, 2020",Illinois,Chicago,"1300 W Wrightwood",0,1,N/A
1778307,"August 28, 2020",Texas,"El Paso","2100 block of Octubre Dr",0,1,N/A
1778368,"August 28, 2020",Texas,"Fort Worth","6100 Sparrow Wood Ln",0,1,N/A
1778732,"August 28, 2020",Indiana,Evansville,"1100 block of S Weinbach Ave",0,1,N/A
1782635,"August 28, 2020",Maryland,Jessup,"8100 block of Washington Blvd",0,1,N/A
1777712,"August 28, 2020","West Virginia","Saint Albans",N/A,0,1,N/A
1777334,"August 27, 2020",Kansas,Emporia,"638 Sherman St",0,1,N/A
1777716,"August 27, 2020",Michigan,Sandusky,"W Marion St",0,1,N/A
1778030,"August 27, 2020",Arizona,Flagstaff,"2601 E Huntington Dr",0,1,N/A
1776971,"August 27, 2020",Oklahoma,Lawton,"4741 NW Motif Manor Blvd",0,1,N/A
1778606,"August 27, 2020",Ohio,Cincinnati,N/A,0,1,N/A
1776259,"August 26, 2020",California,"Santa Ana","18601 Airport Way",0,1,N/A
1778251,"August 26, 2020",Florida,Bradenton,"27th St E and 30th Ave E",0,1,N/A
1776182,"August 26, 2020",Ohio,Columbus,"2300 block of Brentnell Ave",0,1,N/A
1776444,"August 26, 2020","New York","East Northport (Elwood)","Stuyvesant St and Broadway Greenlawn",0,1,N/A
1776002,"August 26, 2020",Maine,Hancock,"Springy Rd",0,1,N/A
1776993,"August 26, 2020",Kansas,Wichita,"600 S Saint Paul St",0,1,N/A
1822804,"August 26, 2020",Wisconsin,Mauston,N/A,0,1,N/A
1776889,"August 26, 2020",Florida,Eustis,"E Lakeview Ave and Saint Andrews St",0,1,N/A
1775140,"August 25, 2020",Illinois,Springfield,"3200 block of Sequoia Dr",0,1,N/A
1775914,"August 25, 2020",Illinois,Decatur,"400 block of W Waggoner St",0,1,N/A
1775855,"August 25, 2020",Georgia,Atlanta,"345 Edgewood Ave NE",0,2,N/A
1775811,"August 25, 2020","New York",Brooklyn,"Harman St and Irving Ave",0,1,N/A
1777741,"August 25, 2020",Oklahoma,Lawton,"6307 NW Maple Ave",0,1,N/A
1776898,"August 24, 2020",Georgia,Hinesville,"100 block of Alcot Cir",0,1,N/A
1773343,"August 24, 2020",Michigan,Detroit,"1300 block of Elijah McCoy Dr",0,1,N/A
1773337,"August 24, 2020",Michigan,Detroit,"2200 block of Ferry Park St",0,1,N/A
1772829,"August 23, 2020",Texas,Dallas,"2800 Hedgerow Dr",0,1,N/A
1772721,"August 23, 2020",Utah,Roosevelt,N/A,0,2,N/A
1772510,"August 23, 2020",Kentucky,Lexington,"3401 Nicholasville Rd",1,2,N/A
1773035,"August 23, 2020",Delaware,Wilmington,"50 block of E 24th St",0,2,N/A
1773311,"August 23, 2020",Michigan,Detroit,"300 block of Monroe St",0,2,N/A
1773201,"August 23, 2020",Indiana,Muncie,"N Dill St and W University Ave",0,1,N/A
1772344,"August 23, 2020",Maryland,Rosedale,"50 block of Capella Ct",0,1,N/A
1773046,"August 23, 2020",Oklahoma,"Oklahoma City","1239 NE 23rd St",1,1,N/A
1774220,"August 23, 2020",Ohio,Canfield,"7500 block of Orchard Park Dr",0,1,N/A
1774083,"August 23, 2020",Texas,Cleveland,"425 W Southline St",0,1,N/A
1772083,"August 22, 2020",Colorado,Aurora,"1600 block of N Oswego St",0,1,N/A
1781836,"August 22, 2020",Georgia,Atlanta,"3760 Princeton Lakes Pkwy",0,1,N/A
1775661,"August 22, 2020",Florida,Gainesville,N/A,0,1,N/A
1772206,"August 22, 2020",Texas,"San Angelo","410 W Ave L",0,1,N/A
1771544,"August 22, 2020",Illinois,Chicago,"800 block of N Lorel Ave",1,2,N/A
1771058,"August 21, 2020","New York",Brooklyn,"2588 Pitkin Ave",0,1,N/A
1771055,"August 21, 2020",Utah,"Salt Lake City (Kearns)","5300 W Westslope Dr",0,1,N/A
1772216,"August 21, 2020",Georgia,Grayson,"1900 block of Grayson Hwy",0,1,N/A
1771316,"August 21, 2020","New York",Buffalo,"Walden St and Harmonia St",0,1,N/A
1775245,"August 20, 2020",Texas,Baytown,N/A,0,1,N/A
1831544,"August 20, 2020",Kansas,"Great Bend",N/A,0,1,N/A
1769887,"August 20, 2020",Florida,Bradenton,"1st St and 26th Ave W",0,1,N/A
1770581,"August 20, 2020",Illinois,Chicago,"7500 block of S Indiana Ave",0,1,N/A
1770219,"August 20, 2020","District of Columbia",Washington,"2700 block of Bruce Pl SE",0,1,N/A
1771378,"August 19, 2020",California,Indio,"82-814 Ave 44",0,1,N/A
1769091,"August 19, 2020",Texas,"San Antonio","400 block of S Olive St",0,1,N/A
1769973,"August 19, 2020","New York",Bronx,"765 E 163rd Street",0,1,N/A
1768911,"August 19, 2020","New York",Brooklyn,"Woodruff Ave and Ocean Ave",1,1,N/A
1770536,"August 19, 2020","North Carolina","High Point","Precision Way",0,1,N/A
1768988,"August 19, 2020",Illinois,Chicago,"300 block of N Central Ave",0,2,N/A
1769410,"August 19, 2020",Ohio,Columbus,"789 Greenfield Dr",0,1,N/A
1768300,"August 18, 2020",Texas,Dallas,"8550 Midpark Rd",0,1,N/A
1772352,"August 18, 2020",Florida,Westville,"Vaughn Dead River Ln",0,1,N/A
1768271,"August 17, 2020",California,"San Francisco","Prague St and Persia Ave",0,1,N/A
1767815,"August 17, 2020",Michigan,Detroit,"Randolph St and Monroe St",0,2,N/A
1766995,"August 17, 2020",Illinois,Chicago,"S Lafayette Ave and W 87th St",0,1,N/A
1767534,"August 17, 2020",Louisiana,Shreveport,"Hearne Ave and Rightway Ave",0,1,N/A
1766554,"August 17, 2020",Illinois,Chicago,"3600 block of W Polk St",0,3,N/A
1766214,"August 16, 2020",Utah,"Eden (Liberty)","Avon Pass Rd",0,1,N/A
1765843,"August 16, 2020","North Carolina",Charlotte,"1000 block of Rodney Ave",0,1,N/A
1766192,"August 16, 2020",Nevada,"Las Vegas","5200 Las Vegas Blvd S",0,1,N/A
1766585,"August 16, 2020",Illinois,Chicago,"100 block of W Pershing Rd",0,1,N/A
1765259,"August 15, 2020",Missouri,"Saint Louis","806 S Broadway",0,1,N/A
1766037,"August 15, 2020",California,Oakland,"1300 block of 65th Ave",1,1,N/A
1766385,"August 15, 2020",Kansas,Wichita,"2200 block of S Glendale",0,1,N/A
1765543,"August 15, 2020",Florida,"Winter Haven","4200 Mahogany Run",0,1,N/A
1765384,"August 15, 2020",Alabama,Mobile,"3400 Demetropolis Rd",0,1,N/A
1765387,"August 15, 2020",Michigan,"Farmington (Farmington Hills)",I-696,0,1,N/A
1764787,"August 14, 2020",Massachusetts,Springfield,"494 Central St",1,1,N/A
1764908,"August 14, 2020",California,Fresno,"Cedar Ave and Alamos Ave",0,1,N/A
1764871,"August 14, 2020",Illinois,Chicago,"6300 S Richards Dr",0,1,N/A
1764572,"August 14, 2020",Alabama,Huntsville,"Spann St",0,1,N/A
1764687,"August 14, 2020",Ohio,Dayton,"500 block of St Paul Ave",0,1,N/A
1764641,"August 14, 2020","New York",Brentwood,"246 Claywood Dr",0,1,N/A
1763633,"August 13, 2020",Missouri,"Saint Louis","4500 block of Adelaide Ave",0,1,N/A
1763906,"August 13, 2020","South Carolina",Greenville,"300 block of Shaw St",0,1,N/A
1763875,"August 13, 2020","New Jersey",Trenton,"1 Cooper St",0,1,N/A
1762479,"August 12, 2020",Texas,Houston,"12925 Northwest Fwy",0,1,N/A
1763384,"August 12, 2020",Indiana,Gary,"6800 block of W 25th Ave",0,1,N/A
1764086,"August 12, 2020","South Carolina",Columbia,"100 block of Alida St",0,1,N/A
1763889,"August 12, 2020","North Carolina",Charlotte,"1400 block of Camp Greene St",0,1,N/A
1764253,"August 11, 2020",California,"San Diego",N/A,0,1,N/A
1762292,"August 11, 2020",Illinois,Chicago,"6550 N Richmond St",0,1,N/A
1762629,"August 11, 2020",Ohio,Cleveland,"E 59th St and Central Ave",0,1,N/A
1763246,"August 11, 2020",Idaho,Cocolalla,"1900 block of Fish Creek Rd",0,1,N/A
1762864,"August 11, 2020",Texas,"San Antonio","130 Camino De Oro",0,1,N/A
1762258,"August 11, 2020",Missouri,"Saint Louis","Dr Martin Luther King Dr and Arlington Ave",0,1,N/A
1761960,"August 11, 2020",Ohio,Cincinnati,"2400 block of Compton Rd",0,1,N/A
1762335,"August 10, 2020",Indiana,Gary,"700 block of Burr St",0,1,N/A
1763510,"August 9, 2020",Kentucky,Lexington,N/A,0,1,N/A
1760043,"August 9, 2020","New York",Ellenville,N/A,0,2,N/A
1762790,"August 9, 2020",Kentucky,Berea,"Crossing View Dr",0,1,N/A
1760412,"August 9, 2020","South Carolina",Clover,"Queensgate Rd",0,1,N/A
1760376,"August 9, 2020",Utah,"Salt Lake City","900 S and 3150 W",0,1,N/A
1759322,"August 9, 2020",Illinois,Chicago,"100 block of W 66th St",0,1,N/A
1770503,"August 9, 2020",California,Acton,CA-14,0,2,N/A
1761409,"August 9, 2020",Tennessee,Crossville,"2000 block of Lantana Rd",0,1,N/A
1760221,"August 9, 2020",Oklahoma,Duncan,"21007 E Hwy 7",0,1,N/A
1758370,"August 8, 2020",Georgia,Atlanta,"2800 block of Delray Dr",0,1,N/A
1759795,"August 8, 2020",Pennsylvania,Berlin,"Suhrie Hollow Rd",0,1,N/A
1758952,"August 8, 2020",Pennsylvania,Philadelphia,"6000 block of A St",0,1,N/A
1759666,"August 8, 2020",Florida,"Fort Lauderdale","NW First St and First Ave",0,2,N/A
1761407,"August 8, 2020","New Mexico","Santa Fe","1801 Espinacitas St",0,1,N/A
1815747,"August 8, 2020",Georgia,Homerville,"Beal St",0,1,N/A
1759466,"August 8, 2020",Kentucky,Flatwoods,"Summer St",0,1,N/A
1763528,"August 7, 2020","New York",Corning,"Van Etten Rd",0,1,N/A
1757004,"August 6, 2020",Indiana,"South Bend","600 block of E South St",0,1,N/A
1756204,"August 5, 2020",Texas,"Fort Worth",N/A,0,1,N/A
1756372,"August 5, 2020",Pennsylvania,Philadelphia,"900 block of N 42nd St",0,1,N/A
1756417,"August 5, 2020",Michigan,Detroit,"12000 block of Monica St",0,1,N/A
1756783,"August 5, 2020",Virginia,Richmond,"1900 block of Accommodation St",0,1,N/A
1756155,"August 5, 2020","North Carolina","Rocky Mount","600 block of Avondale Ave",0,1,N/A
1756401,"August 5, 2020",Kansas,Lawrence,"700 block of W 25th St",0,1,N/A
1756492,"August 5, 2020",California,"Los Angeles","1100 block of N Wilton Place",0,1,N/A
1754634,"August 4, 2020",Kansas,"Kansas City","1900 block of N Allis St",0,2,N/A
1755583,"August 4, 2020",Tennessee,Lafayette,"419 Hwy 52 Bypass W",0,1,N/A
1757896,"August 3, 2020",Texas,"Newton (county)",N/A,0,1,N/A
1754846,"August 3, 2020",Indiana,Indianapolis,N/A,0,1,N/A
1754453,"August 3, 2020",California,"Culver City","8800 block of Washington Blvd",1,1,N/A
1754627,"August 3, 2020",Texas,"Fort Worth","2900 block of Broadmoor Dr",0,1,N/A
1754114,"August 2, 2020",Virginia,"Fort Lee","1510 Sisisky Blvd",0,1,N/A
1754536,"August 2, 2020",Missouri,Joplin,"931 S McKinley Ave",0,1,N/A
1752957,"August 2, 2020",Illinois,Chicago,"7000 block of S Paxton Ave",0,2,N/A
1753561,"August 2, 2020","New Jersey",Newark,"200 block of 6th Ave",0,5,N/A
1754054,"August 2, 2020",Utah,"Salt Lake City (Murray)",N/A,0,1,N/A
1754957,"August 1, 2020",Virginia,Winchester,"300 block of Virginia Ave",0,1,N/A
1754709,"August 1, 2020",Georgia,Brunswick,"Altama Ave",0,1,N/A
1751584,"July 31, 2020",Kentucky,Louisville,"4103 Spyglass Ct",0,1,N/A
1752666,"July 31, 2020",Minnesota,"Saint Paul","1300 block of Sherburn Ave",0,2,N/A
1751430,"July 31, 2020",Minnesota,"Saint Paul","John Ireland Blvd and Marshall Ave",0,2,N/A
1752624,"July 31, 2020","North Carolina",Charlotte,"7600 Nations Ford Rd",0,1,N/A
1751426,"July 31, 2020",Nevada,"Las Vegas","3535 S Las Vegas Blvd",0,1,N/A
1751618,"July 30, 2020","West Virginia",Milton,"1040 Smith St",0,1,N/A
1751102,"July 30, 2020",Illinois,Chicago,"700 block of E 132nd St",0,2,N/A
1751070,"July 30, 2020",Washington,Pasco,"700 block of S 8th Ave",0,1,N/A
1750602,"July 29, 2020",Georgia,"La Grange","242 Newton Rd",0,1,N/A
1749673,"July 29, 2020",Kentucky,Paducah,"700 block of N 7th St",0,1,N/A
1748757,"July 28, 2020",Texas,Lubbock,"6517 Avenue T",0,2,N/A
1754140,"July 28, 2020",Texas,"Big Spring",N/A,0,1,N/A
1748503,"July 28, 2020",Idaho,Nampa,"Brassy Cove Loop",0,1,N/A
1749362,"July 28, 2020",Michigan,"Grand Rapids","700 block of Watkins St SE",0,1,N/A
1750042,"July 28, 2020",Connecticut,"New Haven","Ella T Grasso Blvd",0,1,N/A
1749063,"July 28, 2020",Missouri,Fenton,"205 N Hwy Dr",0,1,N/A
1749927,"July 28, 2020",Texas,"San Antonio","900 block of Poinsetta St",0,2,N/A
1749027,"July 28, 2020",Virginia,Danville,"100 block of North Ave",0,1,N/A
1747644,"July 27, 2020",Maryland,Middletown,"S Church St and Franklin St",0,1,N/A
1748184,"July 27, 2020",Illinois,Chicago,"3000 block of N Cicero Ave",0,2,N/A
1748171,"July 27, 2020",Illinois,Chicago,"400 block of S Central Park Ave",0,1,N/A
1746710,"July 26, 2020",Nevada,Reno,"6900 block of S Virginia St",0,1,N/A
1747052,"July 26, 2020",Texas,Dallas,"100 block of N Gail St",0,1,N/A
1748001,"July 26, 2020",Alabama,Mobile,"2000 block of Gimon Cir N",0,1,N/A
1745488,"July 25, 2020",Kentucky,Louisville,"S 12th St and W Jefferson St",0,3,N/A
1747597,"July 25, 2020",Utah,Hurricane,N/A,0,2,N/A
1748386,"July 25, 2020",Georgia,"Villa Rica","70 Industrial Blvd",0,3,N/A
1907474,"July 25, 2020",Pennsylvania,Muncy,"611 Lycoming Mall Cir",0,1,N/A
1746268,"July 25, 2020",Illinois,Chicago,"9700 block of S Ave J",0,1,N/A
1748229,"July 25, 2020",Florida,"Boynton Beach",N/A,0,1,N/A
1778550,"July 25, 2020",Pennsylvania,Folcroft,"16 King Ave",0,1,N/A
1748019,"July 25, 2020",Arkansas,"Little Rock",N/A,0,1,N/A
1744974,"July 24, 2020",Indiana,Indianapolis,"3360 N Meridian St",0,1,N/A
1744543,"July 24, 2020",Virginia,Henrico,"6200 block of Shadowbrook Dr",0,1,N/A
1744517,"July 23, 2020",Maine,Caribou,"Main St",0,1,N/A
1746450,"July 23, 2020",Florida,"West Palm Beach","500 block of Conniston Rd",0,1,N/A
1743994,"July 22, 2020",Indiana,Gary,"4704 Roosevelt St",0,1,N/A
1743640,"July 22, 2020",Tennessee,Hendersonville,"Cole Ct",0,2,N/A
1742864,"July 22, 2020",Texas,Cypress,"19700 block of Ridge Falls Ct",0,1,N/A
1743338,"July 22, 2020",Idaho,Lewiston,"1300 block of 11th Ave",0,1,N/A
1742508,"July 22, 2020",Oklahoma,"Oklahoma City","700 S MacArthur Blvd",0,1,N/A
1742846,"July 22, 2020",Idaho,"Idaho Falls (Ammon)","2500 block of Eagle Dr",0,1,N/A
1747269,"July 21, 2020",Pennsylvania,Barnesville,"Burma Rd",0,1,N/A
1741838,"July 21, 2020",Illinois,Chicago,"1018 W 79th St",0,15,N/A
1884229,"July 20, 2020",Virginia,Chesterfield,"500 block of Cattail Rd",0,1,N/A
1740578,"July 20, 2020",Texas,Arlington,"4100 block of Maple Springs Dr",1,1,N/A
1823928,"July 20, 2020",Michigan,Saginaw,"3000 Birch Park Dr",0,2,N/A
1741234,"July 20, 2020",Maryland,"Glen Burnie","1900 block of Summer Rain Ct",0,1,N/A
1740818,"July 19, 2020",Missouri,Palmyra,"600 block of Suter St",0,1,N/A
1740702,"July 19, 2020",Arkansas,"Little Rock","1401 S Shackleford Rd",0,1,N/A
1748716,"July 19, 2020",Colorado,"Estes Park (Rocky Mountain National Park)",N/A,0,1,N/A
1740729,"July 19, 2020",Colorado,Aurora,"1600 block of S Blackhawk Way",0,2,N/A
1740342,"July 19, 2020",Illinois,Rantoul,"1300 block of Abram Dr",0,1,N/A
1741261,"July 19, 2020",Ohio,Cleveland,"W 93rd St and Detroit Ave",0,1,N/A
1740271,"July 19, 2020",Illinois,Chicago,"5000 block of S Wood St",0,1,N/A
1740977,"July 19, 2020",Pennsylvania,"Hunlock Creek","Pall Rd and Niemchik Rd",0,1,N/A
1740041,"July 19, 2020",Texas,Tomball,"23400 block of Bettywood Ln",1,1,N/A
1739316,"July 18, 2020",Michigan,Detroit,"14500 block of Whitcomb",0,1,N/A
1739735,"July 18, 2020",Michigan,Flint,"600 block of Josephine St",0,1,N/A
1738740,"July 18, 2020","South Carolina","North Charleston","4755 Saul White Blvd",1,4,N/A
1739146,"July 18, 2020",Ohio,Cleveland,"1300 block of W 93rd St",0,1,N/A
1742482,"July 18, 2020","New Mexico",Artesia,"2100 block of N Oak St",0,1,N/A
1741264,"July 18, 2020","North Carolina","Indian Trail",N/A,0,1,N/A
1738583,"July 17, 2020",Illinois,Decatur,"1000 block of Clinton St",0,2,N/A
1737894,"July 17, 2020",Illinois,Chicago,"100 block of W Maple St",0,1,N/A
1738812,"July 17, 2020",California,Tulare,"E Prosperity Ave and Hillman St",0,1,N/A
1738668,"July 17, 2020",Indiana,Indianapolis,N/A,0,1,N/A
1737603,"July 17, 2020",Texas,Dallas,"4900 block of Colonial Ave",0,1,N/A
1738379,"July 17, 2020",Texas,"Wichita Falls","7475 Central Fwy N",0,1,N/A
1737437,"July 16, 2020",Michigan,Dearborn,"7951 Chase Rd",1,1,N/A
1737066,"July 16, 2020",Kentucky,"Bowling Green","150 Evon Way",0,1,N/A
1737281,"July 16, 2020",Illinois,Chicago,"1365 N Hudson Ave",0,3,N/A
1752409,"July 16, 2020",Wisconsin,"Oconto (county)",N/A,0,1,N/A
1737649,"July 16, 2020",Illinois,Chicago,"1500 block of S Lawndale Ave",0,1,N/A
1737502,"July 16, 2020",Louisiana,Shreveport,"1601 N Market St",0,1,N/A
1737390,"July 15, 2020",Texas,Houston,"6410 Del Rio St",0,1,N/A
1735943,"July 15, 2020",Florida,"Boynton Beach","NE Second St",0,2,N/A
1736358,"July 15, 2020",Minnesota,"Minneapolis (Brooklyn Park)","6321 Zane Ave N",0,1,N/A
1736698,"July 15, 2020",Arizona,Tucson,"800 block of Glenn St",0,1,N/A
1736532,"July 15, 2020",Pennsylvania,Philadelphia,"4500 block of N 17th St",0,2,N/A
1736492,"July 15, 2020",Washington,Spokane,"N Stone St",0,1,N/A
1736789,"July 15, 2020",Ohio,Toledo,"800 block of McKinley Ave",0,1,N/A
1735415,"July 14, 2020",Virginia,Richmond,"910 N 31st St",1,1,N/A
1735637,"July 14, 2020",Florida,Homestead,"990 N Homestead Blvd",0,2,N/A
1735659,"July 14, 2020",Illinois,Chicago,"1135 S Michigan Ave",0,1,N/A
1734907,"July 14, 2020",Indiana,Brownsburg,"267 E 56th St",2,1,N/A
1735608,"July 14, 2020",Wisconsin,Milwaukee,"6th St and W Garfield Ave",0,1,N/A
1735305,"July 14, 2020",Kansas,Wichita,"2000 block of S Elpyco St",0,1,N/A
1735620,"July 14, 2020",Texas,"Corpus Christi","6000 block of Hugo Dr",0,1,N/A
1733614,"July 13, 2020",Texas,"San Antonio","1100 block of W Russell Pl",0,1,N/A
1733765,"July 12, 2020",Kentucky,"Louisville (Saint Matthews)","902 Markham Ln",0,1,N/A
1737333,"July 12, 2020",Kentucky,Lancaster,"Oak Dr",0,1,N/A
1735783,"July 12, 2020",Arizona,Safford,"E San Jose Rd",0,1,N/A
1733607,"July 12, 2020",Pennsylvania,Pottsville,"Peach Mountain Rd",0,1,N/A
1733338,"July 12, 2020",Maryland,"Windsor Mill","3500 block of Derby Shire Cir",0,1,N/A
1733529,"July 11, 2020",Iowa,"Mason City","22097 Fallspark Dr",0,1,N/A
1732021,"July 11, 2020",Arizona,Sahuarita,"16000 block of S Delgado Rd",0,2,N/A
1731913,"July 11, 2020",Alabama,Tuscaloosa,"1701 McFarland Blvd E",0,2,N/A
1731648,"July 11, 2020",Texas,Dallas,"100 block of Continental Ave",1,1,N/A
1731000,"July 10, 2020","New Mexico","Las Cruces","3629 Santa Sabina Ave",0,1,N/A
1731233,"July 10, 2020",Texas,"San Antonio","12000 block of Bernhardt Rd",0,1,N/A
1730918,"July 10, 2020","South Carolina",Anderson,"4435 SC-24",0,1,N/A
1731617,"July 10, 2020",Illinois,Schaumburg,"1900 block of W Golf Rd",0,1,N/A
1733220,"July 10, 2020",Florida,Gainesville,"3989 Plaza Blvd",0,1,N/A
1731989,"July 10, 2020",Ohio,Dayton,"100 block of Gunckel Ave",1,1,N/A
1731117,"July 9, 2020",Texas,Houston,"5355 De Soto St",0,1,N/A
1738071,"July 9, 2020",Ohio,"Cleveland (Cleveland Heights)","Severance Cir",0,1,N/A
1730660,"July 9, 2020",Illinois,Chicago,"2900 block of East 83rd St",0,1,N/A
1730363,"July 9, 2020",Ohio,Warren,"2200 block of Vernon Ave NW",0,0,N/A
1733585,"July 8, 2020",Michigan,Clarkston,"5625 Water Tower Place",0,1,N/A
1729314,"July 8, 2020","New Mexico",Albuquerque,"9930 Lomas Blvd NE",0,1,N/A
1730724,"July 8, 2020",Texas,Houston,"1822 Barker Cypress Rd",0,1,N/A
